"country_code","country_name","continent","population_2010","population_2011","population_2012","population_2013","population_2014","population_2015","population_2016","population_2017","population_2018","population_2019","deathrate_2010","deathrate_2011","deathrate_2012","deathrate_2013","deathrate_2014","deathrate_2015","deathrate_2016","deathrate_2017","deathrate_2018","deathrate_2019","GDP(US$)_2010","GDP(US$)_2011","GDP(US$)_2012","GDP(US$)_2013","GDP(US$)_2014","GDP(US$)_2015","GDP(US$)_2016","GDP(US$)_2017","GDP(US$)_2018","GDP(US$)_2019","active_HIV_cases_children_2010","active_HIV_cases_children_2011","active_HIV_cases_children_2012","active_HIV_cases_children_2013","active_HIV_cases_children_2014","active_HIV_cases_children_2015","active_HIV_cases_children_2016","active_HIV_cases_children_2017","active_HIV_cases_children_2018","active_HIV_cases_male_adults_2010","active_HIV_cases_male_adults_2011","active_HIV_cases_male_adults_2012","active_HIV_cases_male_adults_2013","active_HIV_cases_male_adults_2014","active_HIV_cases_male_adults_2015","active_HIV_cases_male_adults_2016","active_HIV_cases_male_adults_2017","active_HIV_cases_male_adults_2018","active_HIV_cases_female_adults_2010","active_HIV_cases_female_adults_2011","active_HIV_cases_female_adults_2012","active_HIV_cases_female_adults_2013","active_HIV_cases_female_adults_2014","active_HIV_cases_female_adults_2015","active_HIV_cases_female_adults_2016","active_HIV_cases_female_adults_2017","active_HIV_cases_female_adults_2018","aids_deaths_children_2010","aids_deaths_children_2011","aids_deaths_children_2012","aids_deaths_children_2013","aids_deaths_children_2014","aids_deaths_children_2015","aids_deaths_children_2016","aids_deaths_children_2017","aids_deaths_children_2018","aids_deaths_male_adults_2010","aids_deaths_male_adults_2011","aids_deaths_male_adults_2012","aids_deaths_male_adults_2013","aids_deaths_male_adults_2014","aids_deaths_male_adults_2015","aids_deaths_male_adults_2016","aids_deaths_male_adults_2017","aids_deaths_male_adults_2018","aids_deaths_female_adults_2010","aids_deaths_female_adults_2011","aids_deaths_female_adults_2012","aids_deaths_female_adults_2013","aids_deaths_female_adults_2014","aids_deaths_female_adults_2015","aids_deaths_female_adults_2016","aids_deaths_female_adults_2017","aids_deaths_female_adults_2018"
"MRT","Mauritania","Africa",3494195,3598648,3706554,3817494,3930896,4046301,4163534,4282574,4403319,NA,8.33,8.191,8.047,7.9,7.751,7.606,7.468,7.339,NA,NA,1241.42875621618,1435.6354154142,1411.35283025415,1477.36153924563,1371.58434966602,1193.40059592486,1123.88816589683,1145.54794727391,1188.83458753973,NA,2200,2200,2200,2200,2100,2100,2100,2100,2000,4500,4400,4200,4100,3900,3700,3500,3400,3200,2200,2200,2200,2200,2100,2100,2100,2100,2000,100,100,100,100,100,100,100,100,100,500,500,500,500,500,500,500,500,200,100,100,100,100,100,100,100,100,100
"MUS","Mauritius","Africa",1250400,1252404,1255882,1258653,1260934,1262605,1263473,1264613,1265303,NA,7.3,7.3,7.4,7.5,7.7,7.7,8.1,8,NA,NA,8000.37643182154,9197.02697152061,9291.22761861899,9637.00265000958,10153.9382184867,9260.44730250635,9681.61856689674,10484.9083620411,11238.6903948961,NA,3200,3300,3400,3400,3500,3600,3600,3700,3800,7200,7400,7700,7900,8000,8200,8400,8500,8600,3200,3300,3400,3400,3500,3600,3600,3700,3800,100,100,100,100,100,100,100,100,100,500,500,500,500,500,500,500,500,500,200,200,200,200,200,200,200,200,200
"MEX","Mexico","Americas",114092963,115695473,117274155,118827161,120355128,121858258,123333376,124777324,126190788,NA,5.266,5.369,5.471,5.572,5.67,5.763,5.851,5.933,NA,NA,9271.39823324639,10203.4208543113,10241.7279153745,10725.1833166036,10922.3760488647,9605.95235103139,8739.75604280929,9278.41816833763,9673.44367360619,NA,28000,29000,30000,31000,32000,33000,35000,36000,37000,150000,150000,160000,170000,170000,180000,180000,190000,190000,28000,29000,30000,31000,32000,33000,35000,36000,37000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FSM","Micronesia, Fed. Sts.","Oceania",102911,103450,104506,105926,107446,108895,110215,111459,112640,NA,7.15,6.991,6.839,6.709,6.611,6.549,6.526,6.534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MDA","Moldova","Europe",3562045,3559986,3559519,3558566,3556397,3554108,3551954,3549196,3545883,NA,11.788,11.642,11.513,11.424,11.386,11.398,11.452,11.528,NA,NA,1958.13371987623,2363.59372511782,2446.7253157714,2668.68300938775,2674.11633164002,2179.23362495857,2272.40570707297,2724.49309280928,3227.3121916043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MCO","Monaco","Europe",35612,36024,36460,36901,37322,37718,38070,38392,38682,NA,NA,NA,NA,NA,NA,7.6,7.9,NA,NA,NA,150585.448911112,168785.940809485,157515.899069445,177593.351895053,189170.895671097,165937.865343145,169915.804840176,167101.759376942,185741.279991587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MNG","Mongolia","Asia",2719896,2770362,2824699,2881792,2940108,2998439,3056359,3113779,3170208,NA,6.562,6.468,6.388,6.331,6.296,6.283,6.286,6.299,NA,NA,2643.29291416763,3757.5586328813,4351.8869200565,4366.07590145025,4158.52571473091,3918.57917389554,3660.15074616061,3669.4175404033,4121.73243469391,NA,100,100,100,100,100,100,100,200,200,500,500,500,500,500,500,500,500,500,100,100,100,100,100,100,100,200,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"MNE","Montenegro","Europe",619428,620079,620601,621207,621810,622159,622303,622373,622345,NA,10.21,10.18,10.177,10.208,10.276,10.372,10.484,10.592,NA,NA,6682.28115774575,7318.74469026724,6586.7212793222,7186.43192406181,7378.34528902948,6514.27269528653,7028.93657685094,7784.06528996557,8844.23698538056,NA,100,100,100,100,100,100,100,100,100,200,200,200,200,500,500,500,500,500,100,100,100,100,100,100,100,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"MAR","Morocco","Africa",32343389,32781850,33241898,33715693,34192347,34663603,35126296,35581294,36029138,NA,5.225,5.199,5.181,5.163,5.142,5.118,5.093,5.072,NA,NA,2839.92516805933,3046.94913644957,2912.65827494029,3121.68117550498,3171.69919227376,2875.25798516781,2897.66343955565,3036.17106160684,3237.88336815666,NA,6500,6800,7000,7300,7500,7800,8000,8300,8500,9800,10000,10000,11000,11000,11000,12000,12000,12000,6500,6800,7000,7300,7500,7800,8000,8300,8500,100,100,100,100,100,100,100,100,100,500,500,500,500,500,500,500,500,500,200,200,200,200,100,100,100,100,100
"MOZ","Mozambique","Africa",23531574,24187487,24862648,25560725,26286163,27042002,27829942,28649007,29495962,NA,12.89,12.387,11.832,11.24,10.628,10.025,9.463,8.964,NA,NA,471.181692645893,594.586466669704,657.645337819668,664.078211827767,673.969955508106,589.859028149831,428.926487995524,461.415094120589,498.957220208652,NA,880000,920000,970000,NA,NA,NA,NA,NA,NA,570000,6e+05,630000,650000,680000,710000,740000,770000,8e+05,880000,920000,970000,NA,NA,NA,NA,NA,NA,16000,14000,13000,12000,11000,9800,8900,8800,8700,21000,22000,23000,24000,25000,24000,24000,24000,24000,28000,28000,29000,30000,29000,25000,23000,22000,21000
"MMR","Myanmar","Asia",50600818,50990615,51413698,51852451,52280807,52680726,53045226,53382581,53708395,NA,8.858,8.726,8.598,8.48,8.377,8.295,8.238,8.206,NA,NA,979.051630004942,1176.24245336109,1165.79432896131,1162.33144011893,1251.82076450814,1133.00281580351,1192.49533785043,1249.82874570041,1325.9529237064,NA,76000,78000,80000,81000,83000,84000,85000,86000,87000,140000,140000,140000,140000,140000,140000,140000,140000,140000,76000,78000,80000,81000,83000,84000,85000,86000,87000,1000,1000,1000,1000,1000,1000,500,500,500,8200,8100,7700,7300,7000,6700,6300,5800,5300,2000,2200,2200,2200,2200,2200,2200,2200,2100
"NAM","Namibia","Africa",2118874,2156701,2194784,2233510,2273430,2314904,2358041,2402603,2448255,NA,11.342,10.652,10.012,9.458,9.009,8.669,8.423,8.23,NA,NA,5324.6170395396,5753.9871478243,5930.54847260768,5694.08263428425,5624.13534097711,5032.88976228194,4786.23530295128,5646.45600811344,5931.45388611617,NA,96000,98000,1e+05,1e+05,110000,110000,110000,110000,110000,63000,65000,67000,69000,70000,72000,73000,75000,76000,96000,98000,1e+05,1e+05,110000,110000,110000,110000,110000,1000,1000,1000,1000,1000,1000,500,500,500,1200,1100,1000,1000,1000,1000,1000,1000,1000,1500,1600,1300,1300,1200,1100,1200,1200,1400
"NRU","Nauru","Oceania",10005,10057,10279,10821,11853,12475,13049,12876,12704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4921.11911101615,7226.81464935091,10101.5047869133,10039.272211856,9871.73198496974,8013.35760796908,7820.7295990997,8844.74280553977,9888.89359652993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NPL","Nepal","Asia",27013212,27041437,26989862,26917906,26906926,27015031,27261131,27627124,28087871,NA,6.815,6.74,6.672,6.611,6.555,6.502,6.451,6.404,NA,NA,592.401097450929,699.429337677581,698.466479416086,715.923743046061,743.413381296219,792.552890593381,777.147595512165,911.444266508683,1033.91243082634,NA,9800,10000,11000,11000,11000,11000,11000,11000,12000,20000,19000,19000,19000,18000,18000,18000,17000,17000,9800,10000,11000,11000,11000,11000,11000,11000,12000,200,200,200,200,100,100,100,100,100,1000,1000,1000,1000,1000,1000,1000,1000,1000,500,500,500,500,500,500,500,500,200
"NLD","Netherlands","Europe",16615394,16693074,16754962,16804432,16865008,16939923,17030314,17131296,17231017,NA,8.2,8.1,8.4,8.4,8.3,8.7,8.7,8.8,NA,NA,50950.0343435181,54159.3466126142,50073.0056559308,52184.0618504931,52830.1742328055,45175.2318933798,46007.8529206547,48554.9922761756,53024.0592130531,NA,3400,3500,3600,3700,3800,3900,4000,4000,NA,16000,17000,17000,18000,18000,19000,19000,19000,NA,3400,3500,3600,3700,3800,3900,4000,4000,NA,100,100,100,100,100,100,100,100,NA,200,200,200,200,200,200,200,200,NA,100,100,100,100,100,100,100,100,NA
"NCL","New Caledonia","Oceania",249750,254350,259000,263650,268050,272400,276550,280350,284060,NA,4.8,5.2,5.1,5.2,5.2,5.4,5.7,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NZL","New Zealand","Oceania",4350700,4384000,4408100,4442100,4509700,4595700,4693200,4793900,4885500,NA,6.53,6.86,6.82,6.65,6.88,6.87,6.64,6.95,NA,NA,33692.0108346543,38426.5508077771,39970.4400394577,42949.1422285498,44533.7830906379,38559.5470380365,40026.8521964671,42260.1251767853,41945.3316690932,NA,500,1000,1000,1000,1000,1000,1000,1000,1000,2000,2100,2300,2400,2500,2700,2800,2900,3000,500,1000,1000,1000,1000,1000,1000,1000,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"NIC","Nicaragua","Americas",5824065,5903039,5982526,6062454,6142733,6223240,6303974,6384855,6465513,NA,5.063,5.05,5.038,5.031,5.029,5.032,5.039,5.049,NA,NA,1503.87042323136,1655.81693272195,1760.46148535663,1811.6325213683,1934.0569659055,2049.84968976149,2107.56717992428,2168.19520646356,2028.89475539369,NA,2500,2600,2700,2700,2800,2900,2900,3000,3000,5200,5300,5400,5500,5700,5800,5900,6000,6100,2500,2600,2700,2700,2800,2900,2900,3000,3000,100,100,100,100,100,100,100,100,100,200,200,200,200,200,200,200,200,200,100,100,100,100,100,100,100,100,100
"NER","Niger","Africa",16464025,17114761,17795191,18504255,19240157,20001663,20788838,21602472,22442948,NA,11.353,10.838,10.359,9.916,9.511,9.145,8.82,8.529,NA,NA,347.343040654604,374.482864483226,390.119909653729,414.388613126623,427.737226040128,360.853384070947,362.131132274334,375.869489673522,413.980304962089,NA,15000,15000,16000,16000,16000,17000,17000,17000,17000,18000,18000,17000,17000,17000,17000,17000,16000,16000,15000,15000,16000,16000,16000,17000,17000,17000,17000,500,500,500,500,500,500,500,500,500,1000,1000,1000,1000,1000,1000,1000,1000,1000,500,500,500,500,500,500,500,500,500
"NGA","Nigeria","Africa",158503197,162805071,167228767,171765769,176404902,181137448,185960289,190873311,195874740,NA,14.27,13.942,13.623,13.307,12.994,12.686,12.39,12.114,NA,NA,2292.44515619082,2520.40416579378,2746.99178858383,2998.07284264118,3222.69353725587,2730.4303237015,2175.99967021858,1968.55958830575,2028.18197017598,NA,740000,770000,790000,820000,850000,890000,920000,960000,NA,640000,650000,670000,680000,7e+05,710000,730000,750000,770000,740000,770000,790000,820000,850000,890000,920000,960000,NA,18000,18000,17000,15000,14000,13000,13000,13000,14000,30000,30000,29000,29000,26000,24000,24000,25000,26000,25000,25000,24000,20000,15000,14000,13000,13000,14000
"MKD","North Macedonia","Europe",2070741,2072487,2074278,2076067,2077775,2079328,2080745,2081996,2082958,NA,9.511,9.566,9.616,9.669,9.73,9.801,9.88,9.965,NA,NA,4542.89971678317,5063.78698606358,4698.14129350594,5210.67583028154,5468.48086914212,4840.27312286783,5129.15896023703,5417.64201944282,6083.71894832148,NA,100,100,100,100,100,100,100,100,100,200,200,200,500,500,500,500,500,500,100,100,100,100,100,100,100,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"MNP","Northern Mariana Islands","Oceania",53971,54012,54311,54784,55305,55780,56188,56562,56882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14804.2467250931,13571.0582833444,13827.7696967465,14274.2406542056,15278.9078745141,16690.5700968089,22246.7430768136,28305.222587603,23258.6758552794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NOR","Norway","Europe",4889252,4953088,5018573,5079623,5137232,5188607,5234519,5276968,5314336,NA,8.5,8.4,8.4,8.1,7.9,7.8,7.8,7.7,NA,NA,87693.7900658099,100600.562407589,101524.141851985,102913.450843674,97019.1827527462,74355.5158575643,70460.5605323322,75496.7540581998,81697.2459836768,NA,1200,1300,1400,1400,1500,1500,1600,1600,1600,3000,3200,3300,3500,3700,3800,4000,4100,4100,1200,1300,1400,1400,1500,1500,1600,1600,1600,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"OMN","Oman","Asia",3041434,3251108,3498029,3764805,4027260,4267348,4479219,4665935,4829483,NA,2.794,2.745,2.695,2.643,2.592,2.542,2.498,2.462,NA,NA,19281.1656336502,20896.746978071,21923.5480214797,20926.5540495711,20131.9813016555,16150.8872575968,14721.6473328796,15130.4978264405,16415.1572780989,NA,1000,1000,1000,1000,1000,1000,1000,1000,1000,1500,1600,1700,1800,1900,2000,2000,2100,2200,1000,1000,1000,1000,1000,1000,1000,1000,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"PAK","Pakistan","Asia",179424641,183340592,187281475,191262919,195306825,199426964,203627284,207896686,212215030,NA,7.568,7.454,7.349,7.257,7.176,7.107,7.048,6.994,NA,NA,987.409723043923,1164.97612914872,1198.10900052752,1208.90431029644,1251.16410422834,1356.66775582649,1368.45432627629,1464.99330546855,1482.40306306798,NA,19000,23000,26000,30000,33000,37000,40000,44000,48000,46000,53000,60000,68000,76000,84000,92000,1e+05,110000,19000,23000,26000,30000,33000,37000,40000,44000,48000,500,500,500,1000,1000,1000,1000,1000,1000,1000,1000,1500,1900,2500,2800,3300,3600,3800,500,500,1000,1000,1000,1200,1500,1700,1800
"PLW","Palau","Oceania",17955,17745,17640,17606,17626,17665,17725,17808,17907,NA,8.1,8.3,9.4,10.9,9.5,7.7,9.9,10.3,NA,NA,10219.9275967697,10884.4125105664,11967.3072562358,12688.1972054981,13794.7917848633,15871.8426266629,16932.3328631876,16078.2681940701,15859.4348578768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PAN","Panama","Americas",3642687,3706483,3770624,3835437,3901315,3968487,4037078,4106771,4176873,NA,4.925,4.94,4.954,4.969,4.985,5.003,5.024,5.048,NA,NA,8082.02845866252,9358.25147451101,10722.2836326295,11889.1276274385,12796.0700430496,13630.3079737945,14356.3240541798,15166.124432066,15575.0725482915,NA,5900,6100,6400,6700,6900,7200,7400,7700,8000,14000,14000,15000,15000,16000,17000,17000,18000,18000,5900,6100,6400,6700,6900,7200,7400,7700,8000,100,100,100,100,100,100,100,100,100,500,500,500,500,500,500,500,500,500,200,200,200,200,200,200,200,200,200
"PNG","Papua New Guinea","Oceania",7310507,7472200,7631002,7788379,7946731,8107775,8271760,8438029,8606316,NA,8.348,8.24,8.128,8.008,7.882,7.755,7.632,7.521,NA,NA,1949.35251706997,2406.90967796981,2790.67666988481,2729.89190363004,2920.78372060611,2679.34558891149,2509.63145745887,2695.25188280292,2730.27479935873,NA,19000,20000,20000,20000,21000,22000,23000,24000,25000,15000,15000,15000,15000,16000,16000,17000,17000,18000,19000,20000,20000,20000,21000,22000,23000,24000,25000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PRY","Paraguay","Americas",6248020,6333976,6421512,6510276,6599526,6688746,6777872,6867062,6956071,NA,5.408,5.407,5.406,5.407,5.412,5.422,5.44,5.465,NA,NA,4355.93493867734,5322.96375987671,5183.08287691315,5926.83286284344,6102.94323272326,5406.70385708338,5319.41021789703,5680.58076826353,5821.81432292324,NA,5700,5800,5900,6000,6100,6200,6300,6400,6400,14000,14000,14000,14000,14000,14000,14000,14000,14000,5700,5800,5900,6000,6100,6200,6300,6400,6400,100,100,100,100,100,100,100,100,100,1000,1000,1000,1000,1000,1000,1000,1000,500,200,200,500,200,200,200,500,500,200
"PER","Peru","Americas",29027674,29264318,29506788,29773987,30090359,30470734,30926032,31444297,31989256,NA,5.299,5.299,5.302,5.309,5.324,5.348,5.386,5.438,NA,NA,5082.35475666351,5869.32307961474,6528.97221785312,6756.75276926556,6672.8802554854,6229.10169612596,6204.99726003927,6710.50802896038,6941.23584763012,NA,14000,14000,15000,15000,16000,17000,17000,18000,18000,49000,51000,52000,53000,54000,56000,57000,58000,59000,14000,14000,15000,15000,16000,17000,17000,18000,18000,200,200,200,200,200,100,100,100,100,1700,1200,1100,1000,1100,1100,1300,1000,1000,500,500,500,200,200,200,200,200,200
"PHL","Philippines","Asia",93966780,95570047,97212638,98871552,100513138,102113212,103663927,105173264,106651922,NA,5.623,5.674,5.719,5.754,5.78,5.798,5.815,5.839,NA,NA,2124.05676974627,2345.32775427825,2572.62942497398,2749.38663574006,2831.31666726863,2867.15199022128,2941.21203999356,2981.93415144162,3102.71336329931,NA,1100,1300,1600,1900,2300,2800,3400,4000,4600,14000,18000,22000,28000,35000,43000,51000,61000,72000,1100,1300,1600,1900,2300,2800,3400,4000,4600,100,100,100,100,100,100,100,100,100,500,500,500,500,1000,1000,1000,1000,1000,100,100,100,100,100,100,100,200,200
"POL","Poland","Europe",38042794,38063255,38063164,38040196,38011735,37986412,37970087,37974826,37978548,NA,9.9,9.9,10.1,10.2,9.9,10.4,10.2,10.6,NA,NA,12599.5335818707,13893.509259001,13145.5392627865,13781.0626053813,14347.9145754456,12572.3078809992,12431.5754242492,13856.9823892845,15420.9111634295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PRT","Portugal","Europe",10573100,10557560,10514844,10457295,10401062,10358076,10325452,10300300,10281762,NA,10,9.7,10.2,10.2,10.1,10.5,10.7,10.6,NA,NA,22498.6908586557,23186.9131283278,20564.8898617969,21647.0418118869,22074.3007634216,19242.3664710981,19978.401214968,21437.3475036794,23407.9065887968,NA,11000,11000,11000,12000,12000,12000,12000,12000,12000,29000,29000,29000,29000,29000,29000,29000,29000,29000,11000,11000,11000,12000,12000,12000,12000,12000,12000,100,100,100,100,100,100,100,100,100,1000,1000,1000,1000,1000,500,500,500,500,500,500,200,200,200,200,200,200,100
"PRI","Puerto Rico","Americas",3721525,3678732,3634488,3593077,3534874,3473166,3406495,3325001,3195153,NA,7.833,8,8.1,8.1,8.5,8.084,8.86,8.9,NA,NA,26435.74878578,27278.8830499205,27944.7338937424,28513.1657351067,28981.4573305866,29764.0538920397,30628.7547758033,31353.4341794183,31651.3481514031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"QAT","Qatar","Asia",1856327,2035871,2196074,2336574,2459198,2565710,2654374,2724724,2781677,NA,1.211,1.173,1.148,1.132,1.127,1.131,1.146,1.169,NA,NA,67403.1602978106,82409.5803345471,85076.1479273998,85050.9109716822,83858.5283798723,63039.0165548075,57163.0609918357,61264.3964777979,68793.7844372614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ROU","Romania","Europe",20246871,20147528,20058035,19983693,19908979,19815481,19702332,19587491,19473936,NA,12.8,12.5,12.7,12.4,12.8,13.2,13.1,13.3,NA,NA,8209.9194562169,9104.99562203019,8535.0468756267,9555.2442173314,10026.9735781794,8977.49854425137,9567.0977819133,10807.6844848917,12301.1864034302,NA,4400,4700,5000,5300,5600,5900,6100,6300,6500,8100,8600,9100,9500,10000,10000,11000,11000,11000,4400,4700,5000,5300,5600,5900,6100,6300,6500,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,200,200,100,100,100,100,100,100,100,100,100
"RUS","Russian Federation","Europe",142849449,142960868,143201676,143506911,143819666,144096870,144342396,144496740,144478050,NA,14.2,13.5,13.3,13,13.1,13,12.9,12.9,NA,NA,10674.9972024225,14351.2120537731,15434.5747807082,16007.089993444,14100.7291028658,9313.78754166624,8745.37511648808,10750.5871197198,11288.8724435206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RWA","Rwanda","Africa",10039338,10293331,10549678,10811543,11083635,11369071,11668818,11980937,12301939,NA,7.31,6.79,6.384,6.059,5.801,5.597,5.435,5.308,NA,NA,582.694119127261,645.748320729826,704.177712534755,704.980302457137,723.281973308602,728.081879388981,726.347974491846,762.914374550788,772.944459929187,NA,120000,120000,120000,130000,130000,130000,130000,130000,130000,78000,79000,79000,80000,80000,81000,81000,81000,81000,120000,120000,120000,130000,130000,130000,130000,130000,130000,1500,1100,1000,1000,1000,1000,500,500,500,2100,1900,1700,1600,1500,1400,1400,1300,1200,2200,2000,1800,1700,1500,1500,1400,1400,1300
"WSM","Samoa","Oceania",185949,187469,189088,190717,192221,193513,194535,195352,196130,NA,5.848,5.795,5.727,5.645,5.554,5.461,5.372,5.296,NA,NA,3566.36243488815,3933.45931369924,4022.19906973979,4037.50920768832,3937.75879599034,4073.66592865004,4109.16513737514,4258.48629189424,4183.40793504696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SMR","San Marino","Europe",31229,31661,32105,32553,32948,33272,33504,33671,33785,NA,6.53333333333333,6.8,7.1,7.4,7.7,7.1,7.6,NA,NA,NA,68496.3606802049,64890.2388634279,56068.4345458956,57302.6880026149,54282.8097987205,45774.5878900486,46692.3510916145,48494.5514112427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
